Best Model: WeightedEnsemble_L3
Training Time: 0.07369756698608398 seconds
Validation Score: -424912.10295995267

Model Performance:
                      model      score_val             eval_metric  pred_time_val    fit_time  pred_time_val_marginal  fit_time_marginal  stack_level  can_infer  fit_order
 NeuralNetFastAI_r11_BAG_L1 -485940.810052 root_mean_squared_error       0.275737   30.930035                0.275737          30.930035            1       True         32
 NeuralNetFastAI_r37_BAG_L1 -486129.533362 root_mean_squared_error       0.237672   21.484759                0.237672          21.484759            1       True         51
       ExtraTrees_r4_BAG_L1 -486945.689118 root_mean_squared_error       0.319780    1.009669                0.319780           1.009669            1       True         64
        XGBoost_r194_BAG_L1 -487874.246796 root_mean_squared_error       0.261726   13.249270                0.261726          13.249270            1       True         33
       LightGBMLarge_BAG_L1 -487966.344489 root_mean_squared_error       0.044138   12.469942                0.044138          12.469942            1       True         11
      ExtraTrees_r49_BAG_L1 -488076.507420 root_mean_squared_error       0.311620    2.527333                0.311620           2.527333            1       True         54
NeuralNetFastAI_r111_BAG_L1 -488190.791745 root_mean_squared_error       0.222362   30.055183                0.222362          30.055183            1       True         62
 NeuralNetFastAI_r88_BAG_L1 -489127.432086 root_mean_squared_error       0.218262   33.932608                0.218262          33.932608            1       True         66
    RandomForest_r15_BAG_L1 -490033.426080 root_mean_squared_error       0.097109    1.475246                0.097109           1.475246            1       True         79
   RandomForest_r127_BAG_L1 -490366.234873 root_mean_squared_error       0.116607    2.339521                0.116607           2.339521            1       True         56
 NeuralNetTorch_r185_BAG_L1 -490485.997686 root_mean_squared_error       0.139385   24.406892                0.139385          24.406892            1       True         76
NeuralNetFastAI_r143_BAG_L1 -490697.455591 root_mean_squared_error       0.382465   41.888158                0.382465          41.888158            1       True         39
    RandomForest_r34_BAG_L1 -491490.060777 root_mean_squared_error       0.175014    1.296233                0.175014           1.296233            1       True         58
    RandomForest_r39_BAG_L1 -492043.652813 root_mean_squared_error       0.200316    2.413518                0.200316           2.413518            1       True         43
   RandomForest_r166_BAG_L1 -492638.166051 root_mean_squared_error       0.150386    1.597722                0.150386           1.597722            1       True         74
      ExtraTrees_r42_BAG_L1 -495082.231900 root_mean_squared_error       0.232439    1.780402                0.232439           1.780402            1       True         20
       ExtraTreesMSE_BAG_L1 -496409.792395 root_mean_squared_error       0.240321    1.518365                0.240321           1.518365            1       True          7
 NeuralNetTorch_r197_BAG_L1 -497823.495063 root_mean_squared_error       0.190142   20.504215                0.190142          20.504215            1       True         52
  NeuralNetTorch_r87_BAG_L1 -498003.005862 root_mean_squared_error       0.232495   32.937101                0.232495          32.937101            1       True         70
   RandomForest_r195_BAG_L1 -499197.973679 root_mean_squared_error       0.302788    3.179396                0.302788           3.179396            1       True         24
     RandomForestMSE_BAG_L1 -499877.927899 root_mean_squared_error       0.235933    2.084282                0.235933           2.084282            1       True          5
             XGBoost_BAG_L2 -499997.747408 root_mean_squared_error      15.459146 1500.443120                0.200197          39.671146            2       True         89
      NeuralNetTorch_BAG_L1 -503191.333301 root_mean_squared_error       0.218503   36.559471                0.218503          36.559471            1       True         10
  NeuralNetTorch_r14_BAG_L1 -503946.103691 root_mean_squared_error       0.205321   22.376932                0.205321          22.376932            1       True         37
 NeuralNetTorch_r143_BAG_L1 -504342.146718 root_mean_squared_error       0.151198   38.112573                0.151198          38.112573            1       True         60
  NeuralNetTorch_r22_BAG_L1 -504352.905973 root_mean_squared_error       0.144645   45.944491                0.144645          45.944491            1       True         18
  NeuralNetTorch_r71_BAG_L1 -507028.558644 root_mean_squared_error       0.276504   24.787137                0.276504          24.787137            1       True         71
  NeuralNetTorch_r22_BAG_L2 -531774.643157 root_mean_squared_error      16.452010 1495.055809                1.193060          34.283834            2       True         98
      KNeighborsUnif_BAG_L1 -552145.065580 root_mean_squared_error       0.068386    0.009255                0.068386           0.009255            1       True          1
      KNeighborsDist_BAG_L1 -556288.786906 root_mean_squared_error       0.070960    0.007500                0.070960           0.007500            1       True          2
  NeuralNetTorch_r30_BAG_L1 -614535.956444 root_mean_squared_error       0.229636   56.801722                0.229636          56.801722            1       True         28
  NeuralNetTorch_r31_BAG_L1 -617387.469611 root_mean_squared_error       0.251031   22.244224                0.251031          22.244224            1       True         63
 NeuralNetTorch_r158_BAG_L1 -618464.215922 root_mean_squared_error       0.346052   27.885453                0.346052          27.885453            1       True         49
  NeuralNetTorch_r86_BAG_L1 -620287.560735 root_mean_squared_error       0.301070   34.685945                0.301070          34.685945            1       True         30
